fund_name
汇添富双利增强债券C
民生加银城镇化混合
鹏华环保产业股票
益民服务领先混合
景顺长城优质成长
嘉实绝对收益策略定期混合
大摩添利18个月开放债券A
大摩添利18个月开放债券C
国联安新精选混合
景顺长城成长之星
大摩优质信价纯债A
大摩优质信价纯债C
华泰柏瑞丰汇债券A
华泰柏瑞丰汇债券C
前海开源事件驱动混合A
长盛添利宝货币A
长盛添利宝货币B
大成信用增利一年定开债券A
大成信用增利一年定开债券C
易方达聚盈分级债券发起式
易方达聚盈分级债券发起式A
易方达聚盈分级债券发起式B
鹏华品牌传承混合
中银优秀企业混合
安信鑫发优选混合
新华壹诺宝货币A
建信稳定添利债券A
易方达裕惠定开混合发起式
融通月月添利定开债A
融通月月添利定开债B
国金鑫盈货币
南方医药保健灵活配置混合
上投摩根核心成长
英大领先回报发起式
农银主题轮动混合
华商双债丰利债券A
嘉实活期宝货币
景顺长城鑫月薪定期支付债券
融通通瑞债券A/B
富国目标齐利一年期纯债债券
富国城镇发展股票
广发天天利货币A
广发天天利货币B
广发主题领先混合
建信中证500指数增强A
东方红新动力混合
华商双债丰利债券C
鑫元货币A
鑫元货币B
嘉实1个月理财债券A
嘉实1个月理财债券E
嘉实3个月理财债券A
嘉实3个月理财债券E
光大岁末红利纯债A
光大岁末红利纯债C
南方现金通货币A
南方现金通货币B
南方现金通货币C
长安产业精选混合A
财通纯债债券A
华富恒富18个月定开债C
华富恒富18个月定开债A
中信建投稳信一年A
中信建投稳信一年C
国寿安保货币A
国寿安保货币B
泰达宏利宏达混合A
泰达宏利宏达混合B
广发钱袋子货币A
诺安永鑫收益一年定开债券
国泰国策驱动灵活配置混合A
国泰结构转型灵活配置混合A
富国高端制造行业股票
富国祥利一年期定期开放债券型A
富国祥利一年期定期开放债券型C
上银新兴价值成长混合
诺安瑞鑫定开债券
华润元大信息传媒科技混合
国投瑞银医疗保健混合
上投摩根民生需求
国泰浓益灵活配置混合A
南方新优享
工银薪金货币A
广发竞争优势混合
招商丰盛稳定增长混合A
东吴阿尔法灵活配置混合
景顺长城优势企业混合
永赢货币
长盛高端装备制造灵活配置
长盛航天海工装备灵活配置
前海开源可转债债券
诺安优势行业混合A
中银活期宝货币
国金金腾通货币A
华商创新成长混合发起式
上银慧财宝货币A
上银慧财宝货币B
中邮核心竞争力灵活配置混合
兴业定开债券A
建信健康民生混合
鹏华聚财通货币
华安大国新经济股票
广发新动力混合
信诚幸福消费混合
中加纯债一年A
中加纯债一年C
中国梦基金
国投瑞银新机遇灵活配置混合
国投瑞银新机遇灵活配置混合C
诺安天天宝A
诺安天天宝E
南方启元A
南方启元C
南方通利A
南方通利C
华泰柏瑞创新升级混合
广发聚祥灵活混合
鹏华增值宝货币
中邮双动力混合
中银多策略混合
天弘通利混合
宝盈新价值混合
兴全添利宝货币
中邮货币A
安信价值精选股票
鑫元恒鑫收益增强A
鑫元恒鑫收益增强C
中邮货币B
嘉实活钱包货币A
江信聚福
新华鑫益灵活配置混合
嘉实对冲套利定期混合
景顺中小板创业板精选股票
大成灵活配置混合
招商招钱宝货币A
光大银发商机混合
华安新活力混合
中银健康生活混合
建信改革红利股票
易方达标普消费品指数美元现汇A
大摩进取优选股票
嘉实泰和混合
前海开源中证军工指数A
中海积极收益混合
长盛生态环境混合
信诚薪金宝货币
汇添富和聚宝货币
华宝创新优选混合
富国安益货币
易方达创新驱动灵活配置混合
银华多利宝货币A
银华多利宝货币B
天弘优选债券
招商招钱宝货币B
华商新量化灵活配置混合
华宝生态中国混合
国寿安保沪深300ETF联接
华安德国30DAX
长城工资宝货币A
上投摩根优信增利债券A
上投摩根优信增利债券C
嘉实薪金宝货币
东方红产业升级混合
易方达现金增利货币A
易方达现金增利货币B
华富恒财定开债C
华富恒财定开债A
诺安天天宝B
大成丰财宝货币A
大成丰财宝货币B
大成高新技术产业股票
圆信永丰纯债A
圆信永丰纯债C
中银聚利半年定开债
富国天盛灵活配置基金
富国富钱包货币
宝盈祥瑞混合
诺安理财宝货币A
诺安理财宝货币B
汇添富货币C
招商招金宝货币A
华夏薪金宝货币
华润元大医疗保健量化混合
易方达财富快线货币A
易方达财富快线货币B
长城久鑫灵活配置
汇添富货币D
招商招金宝货币B
博时裕隆混合
华商新锐产业混合
鑫元稳利债券
前海开源沪深300指数
银华活钱宝货币A
银华活钱宝货币B
银华活钱宝货币C
银华活钱宝货币D
银华活钱宝货币E
银华活钱宝货币F
国投瑞银美丽中国混合
国联安通盈混合A
博时现金收益货币B
工银绝对收益混合发起A
国寿安保尊享债券A
国寿安保尊享债券C
工银绝对收益混合发起B
中海惠祥分级债券
中海惠祥分级债券A
中海惠祥分级债券B
工银现金货币
华宝现金宝货币E
招商丰利灵活配置混合A
信达澳银慧管家A
信达澳银慧管家C
信达澳银慧管家E
长盛养老健康产业灵活配置混
上投摩根现金管理货币
建信嘉薪宝货币A
南方薪金宝
景顺长城研究精选股票
前海开源新经济混合
前海开源大海洋混合
汇添富双利债券C
建信现金添利货币A
鑫元鸿利债券
大成景益平稳收益混合
汇添富环保行业股票
汇添富移动互联股票
宝盈科技30混合
中银薪钱包货币
泰达宏利货币B
景顺长城景丰货币A
易方达天天增利货币A
易方达天天增利货币B
中邮多策略混合
景顺长城景丰货币B
华安安享混合
华安汇财通货币
交银现金宝货币A
嘉实医疗保健股票
上投摩根天添宝货币A
上投摩根天添宝货币B
诺安稳健回报灵活配置混合
民生加银家盈理财月度E
工银薪金货币B
融通转型三动力灵活配置混合
南方现金通E
南方稳利1年定开债C
兴业货币A
兴业货币B
建信稳定添利债券C
大成添利宝货币A
大成添利宝货币B
大成添利宝货币E
融通健康产业灵活配置混合
工银目标收益一年定开C
建信中小盘先锋股票
博时现金宝货币A
博时天天增利货币A
博时天天增利货币B
诺安聚利债券A
诺安聚利债券C
中信建投货币A
平安大华新鑫先锋A
兴银货币B
兴银货币A
国泰新经济灵活配置混合
红塔红土盛世普益混合发起式
北信瑞丰稳定收益A
北信瑞丰稳定收益C
招商行业精选股票基金
广发逆向策略混合
广发活期宝货币A
安信现金增利货币A
嘉实新兴产业股票
华宝量化对冲混合A
华宝量化对冲混合C
富安达新兴成长混合
建信潜力新蓝筹股票
华富智慧城市灵活配置混合
招商招钱宝货币C
平安大华财富宝货币
工银财富货币A
国富健康优质生活股票
汇添富绝对收益定开混合
工银新财富灵活配置混合
万家货币E
上投岁岁盈定开债券B
上投岁岁盈定开债券D
华富国泰民安灵活配置混合
长城久盈纯债分级债券
长城久盈纯债分级债券A
长城久盈纯债分级债券B
诺安聚鑫宝货币A
景顺长城中国回报灵活配置
万家现金宝A
鹏华先进制造股票
诺安聚鑫宝货币B
鹏华医疗保健股票
国投岁增利一年定开债券A
国投岁增利一年定开债券C
博时月月盈短期理财债券A
博时月月盈短期理财债券R
华融现金增利货币A
华融现金增利货币B
华融现金增利货币C
前海开源中国成长混合
易方达龙宝货币A
易方达龙宝货币B
银华双月定期理财债券A
招商定期宝六个月期理财债券
工银高端制造股票
宝盈睿丰创新混合A/B
宝盈睿丰创新混合C
方正富邦金小宝货币
民生加银家盈季度定期宝
民生加银家盈半年定期宝
华商未来主题混合
中金纯债A
中金纯债C
工银研究精选股票
中信建投稳利混合
中银新经济灵活配置混合
招商招利1个月期理财债券A
招商招利1个月期理财债券B
富国收益增强债券A
富国收益增强债券C
鑫元合享分级债券
鑫元合享分级债券A
鑫元合享分级债券B
南方理财金交易型货币A
中银安心回报
诺安天天宝C
东海美丽中国灵活配置
银华高端制造业
圆信永丰双红利A
圆信永丰双红利C
广发百发100指数A
广发百发100指数E
泰达转型机遇
易方达天天发货币A
易方达天天发货币B
工银医疗保健股票
天弘现金管家货币C
易方达掌柜季季盈理财债券A
大成纳斯达克100指数
华润元大富时中国A50指数
国投瑞银钱多宝货币A
国投瑞银钱多宝货币I
上投摩根纯债丰利债券A
上投摩根纯债丰利债券C
富国新回报灵活配置A
富国新回报灵活配置C
南方绝对收益
国投瑞银信息消费混合
中融货币C
中融货币A
工银添益快线货币
汇丰晋信双核策略混合A
汇丰晋信双核策略混合C
鹏华养老产业
上投摩根天添盈货币A
上投摩根天添盈货币B
上投摩根天添盈货币E
融通通瑞债券C
银华惠增利货币
长城货币E
富国天时货币C
富国天时货币D
大成景利混合
华宝制造股票
华宝品质生活股票
国投瑞银增利宝货币A
国投瑞银增利宝货币B
嘉实新收益混合
北信瑞丰宜投宝A
北信瑞丰宜投宝B
华安现金宝货币A
华安现金宝货币B
建信稳定得利债券A
建信稳定得利债券C
华泰柏瑞量化优选混合
中海医药健康产业精选混合A
中海医药健康产业精选混合C
富国研究精选灵活配置
中金现金管家A
中金现金管家B
民生加银优选
广发全球农业指数美元现汇
上投摩根稳进回报混合
上投摩根纯债添利债券A
上投摩根纯债添利债券C
博时现金宝货币B
九泰天宝灵活配置混合A
工银创新动力
中欧睿达定期开放混合
国寿安保薪金宝货币
鑫元聚鑫收益增强债A
鑫元聚鑫收益增强债C
华富恒稳纯债债券A
华富恒稳纯债债券C
国开货币A
国开货币B
新华活期添利货币A
银华回报灵活配置定期开放混合
鹏华安盈宝货币
广发全球精选股票美元现汇
农银红利日结货币A
农银红利日结货币B
鑫元合丰纯债C
鑫元合丰纯债A
英大现金宝货币
农银医疗保健股票
中加纯债债券
前海开源股息率100强股票
嘉实快线货币A
易方达财富快线货币Y
中邮现金驿站A
中邮现金驿站B
中邮现金驿站C
宝盈先进制造混合
汇添富外延增长主题
中信建投睿信灵活配置混合A
博时大中华亚太精选美元现汇
中融国企改革混合
博时黄金ETFD
博时黄金ETFI
国寿安保尊益信用纯债一年
前海开源睿远稳健增利混合A
前海开源睿远稳健增利混合C
国富大中华精选混合
浙商汇金转型成长
博时产业新动力混合A
华商稳固添利债券A
华商稳固添利债券C
中银研究精选灵活配置混合
富国中小盘精选混合
广发信息技术联接A
工银中高等级信用债债券A
工银中高等级信用债债券B
华夏医疗健康混合A
华夏医疗健康混合C
华夏沪港通恒生ETF联接A
易方达沪深300非银ETF
中银理财90天债券A
中银理财90天债券B
国泰睿吉灵活配置混合A
国泰睿吉灵活配置混合C
南方产业活力
东吴鼎元A
东吴鼎元C
招商医药健康产业股票
天弘沪深300指数A
天弘中证500指数A
兴业多策略混合
汇丰晋信新动力混合
中邮核心科技创新灵活配置混
华泰柏瑞创新动力混合
广发养老指数A
前海开源大安全混合
东方红睿元混合
诺安新经济股票
新华万银策略灵活配置混合
新华增盈回报债券
安信消费医药股票
MSCI中国A股国际通联接A
长城新兴产业混合
长城环保主题混合
景顺长城量化精选股票
景顺长城沪港深精选股票
汇添富添富通货币B
北信瑞丰现金添利A
北信瑞丰现金添利B
民生加银新收益债券A
嘉实逆向策略股票
太平灵活配置
民生加银新收益债券C
嘉实全球互联网股票人民币
嘉实全球互联网股票美元现汇
嘉实全球互联网股票美元现钞
工银战略转型股票
广发对冲套利定期开放混合
华宝稳健回报混合
建信睿盈灵活配置混合A
建信睿盈灵活配置混合C
中银新动力股票
南方双元A
南方双元C
中欧明睿新起点混合
华夏债券A/B
华夏债券C
新华稳健回报混合发起式
中信建投凤凰货币A
国联安鑫安灵活配置混合
工银国企改革股票
上投摩根安全战略股票
易方达增金宝货币
华夏希望债券A
华夏希望债券C
中融融安混合
华夏沪深300指数增强A
华夏沪深300指数增强C
泰达改革动力混合A
易方达新经济混合
兴业年年利定开债
华夏亚债中国指数A
华夏亚债中国指数C
诺安理财宝货币C
前海开源中证大农业指数增强
华安物联网主题股票
国投瑞银新动力混合
天弘云端生活优选
华夏安康优选债券A
华夏安康优选债券C
中银恒利半年定开债
嘉实企业变革股票
国投瑞银锐意改革混合
嘉实先进制造股票
新华策略精选股票
南方理财60天债券E
华夏领先股票
工银美丽城镇股票
嘉实新消费股票
华夏可转债增强债券A
华夏可转债增强债券I
光大国企改革股票
富国新兴产业股票
汇添富成长多因子量化策略股
华夏上证50ETF联接A
华夏中证500ETF联接A
南方创新经济
工银新金融股票
北信瑞丰健康生活
华夏理财30天债券A
华夏理财30天债券B
中金绝对收益
前海开源高端装备制造混合
华夏海外收益债券A
华夏海外收益债券C
广发中证环保ETF联接A
华夏海外收益债券现汇
华夏海外收益债券现钞
鹏华弘盛混合A
华融新锐灵活配置混合
华泰柏瑞消费成长混合
建信信息产业股票
华安媒体互联网混合
华安智能装备主题股票
华泰柏瑞量化绝对收益混合
华泰柏瑞量化驱动混合A
宝盈转型动力混合
易方达改革红利混合
华夏现金宝货币A
华夏现金宝货币B
华富恒利债券A
华富恒利债券C
华宝国策导向混合
广发生物科技指数QDII
广发生物科技指数美元
国投瑞银添利宝货币A
国投瑞银添利宝货币B
国寿安保聚宝盆货币
华泰柏瑞积极优选股票
银华惠添益货币
前海开源国家比较优势混合
前海开源工业革命4.0混合
华安新丝路主题股票
信达澳银转型创新股票
华商健康生活混合
中欧瑾泉灵活配置混合A
中欧瑾泉灵活配置混合C
东方红中国优势混合
南方大数据100A
广发聚安混合A
广发聚安混合C
中欧精选定期开放混合A
华宝事件驱动混合
国投瑞银新回报混合
东方睿鑫热点挖掘混合A
东方睿鑫热点挖掘混合C
鹏华弘利混合A
鹏华弘利混合C
融通通泰保本混合C
博时互联网主题灵活配置混合
上投摩根卓越制造股票
中银宏观策略混合
宝盈新兴产业混合
广发中证全指可选消费联接A
广发天天利货币E
益民品质升级混合
易方达裕如混合
国投瑞银岁丰利债券A
国投瑞银岁丰利债券C
华安新动力灵活配置混合
工银总回报灵活配置混合
泰达宏利创盈混合A
泰达宏利创盈混合B
华商量化进取混合
大成互联网思维混合
中欧瑾源灵活配置混合A
中欧瑾源灵活配置混合C
申万菱信多策略灵活配置混合A
汇丰晋信恒生龙头指数C
融通互联网传媒灵活配置混合
融通新区域新经济灵活配置混
北信瑞丰平安中国
申万菱信新能源汽车混合
国联安睿祺灵活配置混合
工银新材料新能源股票
大成景秀灵活配置混合A
东方永润债券A
东方永润债券C
前海开源优势蓝筹股票A
银华中国梦30股票
中欧琪和灵活配置混合A
中欧琪和灵活配置混合C
建信环保产业股票
金鹰科技创新股票
国投瑞银优选收益混合
泰达宏利复兴混合
工银养老产业股票
鹏华弘泽混合A
中欧瑾和灵活配置混合A
中欧瑾和灵活配置混合C
山证日日添利货币A
山证日日添利货币B
山证日日添利货币C
前海开源再融资股票
德邦大健康灵活配置混合
广发医药卫生联接A
南方改革机遇
易方达安心回馈混合
南方利淘A
易方达新常态灵活配置混合
安信动态策略混合A
富国文体健康股票
鹏华改革红利股票
广发聚宝混合
鹏华弘润混合A
鹏华弘润混合C
上投摩根整合驱动混合
中金消费升级
景顺长城稳健回报混合A
工银农业产业股票
东方鼎新灵活配置混合A
长盛转型升级主题灵活配置混合
东方惠新灵活配置混合A
创金合信聚利债券A
创金合信聚利债券C
申万菱信安鑫回报混合A
东方红领先精选混合
东方红稳健精选混合A
东方红稳健精选混合C
建信稳健回报灵活配置混合
广发聚惠混合A
广发聚惠混合C
诺安低碳经济股票
前海开源一带一路混合A
天弘互联网混合
中欧滚钱宝货币A
华润元大稳健债券A
华润元大稳健债券C
华泰柏瑞中证500ETF联接A
博时沪港深优质企业基金A
易方达新收益混合A
易方达新收益混合C
国投瑞银精选收益混合
上投摩根动态多因子混合
民生加银研究精选混合
鹏华外延成长混合
鹏华文化传媒娱乐股票
中邮新思路灵活配置混合
中邮趋势精选灵活配置混合
中邮稳健添利灵活配置混合
中邮信息产业灵活配置混合
国联安鑫享灵活配置混合A
德邦福鑫灵活配置混合A
鹏华医药科技
银华泰利灵活配置混合A
嘉合货币A
嘉合货币B
国金众赢货币
中银国有企业债A
博时丝路主题股票A
博时上证50ETF联接A
长盛国企改革混合
民生加银现金增利货币D
国寿安保中证500ETF联接
博时中证淘金大数据100A
博时中证淘金大数据100I
华泰柏瑞量化智慧混合A
工银生态环境股票
兴银长乐定开债
华泰柏瑞新利混合A
易方达新利灵活配置混合
天弘新活力混合
天弘现金管家货币D
中海进取收益混合
建信回报灵活配置混合
泰达宏利新起点混合A
长城改革红利混合
泓德优选成长混合
兴业收益增强债券A
兴业收益增强债券C
德邦鑫星稳健灵活配置混合
中融新机遇混合
大成景明灵活配置混合A
银华恒利灵活配置混合A
国泰兴益灵活配置混合A
国投瑞银招财混合
泰达宏利蓝筹混合
富国国家安全主题混合
英大灵活配置混合型发起式A
英大灵活配置混合型发起式B
兴业聚利灵活配置混合
民生加银新动力混合A
民生加银新动力混合D
中邮创新优势灵活配置混合
建信新经济灵活配置混合
博时国企改革股票
前海开源清洁能源混合A
中海积极增利混合
银华聚利灵活配置混合A
长安鑫利优选混合A
华安新机遇灵活配置
红塔红土盛金新动力混合A
红塔红土盛金新动力混合C
易方达新鑫混合I
易方达新鑫混合E
安信优势增长混合A
银华汇利灵活配置混合A
广发安泰混合
大摩量化多策略股票
新华战略新兴产业灵活配置混合
大成景源灵活配置混合A
长城转型成长灵活配置混合
平安大华智慧中国混合
金鹰民族新兴混合
兴业添利债券
大成睿景灵活配置混合A
大成睿景灵活配置混合C
前海开源金银珠宝混合A
银华稳利灵活配置混合A
建信鑫安回报灵活配置混合
九泰天富改革混合
中欧永裕混合A
中欧永裕混合C
博时外服货币
东方红睿逸定期开放混合
华泰柏瑞行业竞争优势混合
华安新回报灵活配置混合
华安新优选灵活配置混合A
上投摩根智慧互联股票
易方达新益混合I
易方达新益混合E
安信稳健增值混合A
东方新策略灵活配置混合A
农银信息传媒股票
工银丰盈回报灵活配置混合
东吴新趋势
东吴移动互联A
华宝新价值混合
鹏华弘和混合A
鹏华弘和混合C
鹏华弘华混合A
鹏华弘华混合C
鹏华弘实混合A
鹏华弘实混合C
鹏华弘信混合A
鹏华弘信混合C
大成景鹏灵活配置混合A
南方利鑫A
南方利众A
鹏华弘益混合A
鹏华弘益混合C
安信稳健增值混合C
兴银鼎新灵活配置混合
华泰柏瑞惠利灵活混合A
华泰柏瑞惠利灵活混合C
易方达新享混合A
易方达新享混合C
易方达沪深300医药ETF联接
富国新收益灵活配置混合A
富国新收益灵活配置混合C
大摩新机遇混合
富国改革动力混合
诺安中证500ETF联接
民生加银新战略混合
广发聚泰混合A
广发聚泰混合C
泓德泓富混合A
宝盈祥泰混合
国联安添鑫灵活配置混合A
景顺中证TMT150ETF联接
景顺长城领先回报混合A
长城久惠灵活配置混合
大成景润灵活配置混合
大成正向回报灵活配置混合
金鹰产业整合混合
德邦新添利债券A
兴业稳固收益一年理财债券
兴业稳固收益两年理财债券
中银新趋势混合
富国沪港深价值混合
易方达新丝路灵活配置混合
华夏现金增利货币B
金元顺安优质精选混合C
泓德泓富混合C
中融新产业灵活配置混合A
中融新产业灵活配置混合C
景顺长城领先回报混合C
鹏华弘盛混合C
鹏华弘泽混合C
易方达国企改革混合
东方新思路混合A
东方新思路混合C
天弘弘运宝货币A
中融新经济混合A
中融新经济混合C
中融鑫视野混合A
中融鑫视野混合C
天弘弘运宝货币B
国富金融地产混合A
国富金融地产混合C
建信互联网+产业升级股票
建信精工制造指数增强
华泰柏瑞健康生活混合
安信鑫安得利混合A
安信鑫安得利混合C
德邦如意货币
信诚新选混合A
招商国企改革主题混合基金
招商移动互联网产业股票基金
东方红策略精选混合A
东方红策略精选混合C
景顺长城稳健回报混合C
建信鑫丰回报灵活配置混合A
工银互联网加股票
信达澳银新能源产业股票
诺安创新驱动混合A
德邦鑫星价值灵活配置混合A
中融鑫起点混合A
中融鑫起点混合C
信诚新锐混合A
嘉实事件驱动股票
汇添富医疗服务混合
泰达宏利创益混合A
泰达宏利新思路混合A
南方大数据300A
南方量化成长
景顺长城安享回报混合A
景顺长城安享回报混合C
博时新起点混合A
博时新起点混合C
南方大数据300C
招商丰泽混合A
工银瑞信灵活配置混合B
中邮乐享收益灵活配置混合
方正富邦优选灵活配置混合A
易方达瑞景混合
易方达瑞享混合I
易方达瑞享混合E
易方达瑞信混合I
易方达瑞信混合E
易方达瑞选灵活配置混合I
易方达瑞选灵活配置混合E
华安国企改革主题灵活配置混合
招商丰泽混合C
天弘惠利混合
华商双翼平衡混合
华商双驱优选混合
东方稳定增利债券A
东方稳定增利债券C
鹏华弘鑫混合A
鹏华弘鑫混合C
景顺长城中证500ETF联
华泰柏瑞制造2025混合A
华商新常态混合
光大一带一路混合
光大鼎鑫混合A
华富永鑫灵活配置混合A
华富永鑫灵活配置混合C
广发改革混合
广发中证全指金融地产联接A
融通通鑫灵活配置混合
融通新能源灵活配置混合
建信大安全战略精选股票
兴银丰盈灵活配置
易方达国防军工混合
中银智能制造股票
泰康薪意保货币A
泰康薪意保货币B
中邮风格轮动灵活配置混合
财通成长优选混合
华宝标普油气上游股票美元
上投摩根新兴服务股票
天弘新价值混合
华安添颐混合
宝盈优势产业混合
万家瑞丰灵活配置混合A
